date,airport,direction,time,destination,flight,airline,duration,crosscheck_found,airline_match,aircraft,status,reason,scraped_at,crosschecked_at
2026-02-10,HKT,departure,20:30,DEL Delhi,AI2377,Air India,4h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:09.747019,2026-02-09T20:36:14.296404
2026-02-10,HKT,departure,20:30,DOH Doha,QR847,Qatar Airways,7h 0m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:09.811702,2026-02-09T20:36:14.296414
2026-02-10,HKT,departure,20:35,HDY Hat Yai,PG298,Bangkok Airways,1h 5m,True,True,ATR 42 / ATR 72,OK,route_and_airline_match,2026-02-09T13:37:09.875735,2026-02-09T20:36:33.039040
2026-02-10,HKT,departure,20:40,BKK Bangkok,VZ2305,Vietjet Thailand,1h 30m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:09.937656,2026-02-09T20:36:33.039797
2026-02-10,HKT,departure,20:40,BKK Bangkok,TG222,Thai Airways,1h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.000646,2026-02-09T20:36:33.039832
2026-02-10,HKT,departure,20:45,DMK Bangkok,FD3028,Thai AirAsia,1h 30m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.076754,2026-02-09T20:36:33.039890
2026-02-10,HKT,departure,21:00,BKK Bangkok,FD4115,Thai AirAsia,1h 30m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.140782,2026-02-09T20:36:33.039907
2026-02-10,HKT,departure,21:00,AUH Abu Dhabi,EY413,Etihad,6h 35m,True,True,,OK,route_and_airline_match,2026-02-09T13:37:10.222881,2026-02-09T20:36:33.370414
2026-02-10,HKT,departure,21:00,DMK Bangkok,SL763,Thai Lion Air,1h 25m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.284994,2026-02-09T20:36:33.370433
2026-02-10,HKT,departure,21:15,BOM Mumbai,VZ762,Vietjet Thailand,4h 45m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.349179,2026-02-09T20:36:33.370476
2026-02-10,HKT,departure,21:20,BKK Bangkok,VZ309,Vietjet Thailand,1h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.411350,2026-02-09T20:36:33.370486
2026-02-10,HKT,departure,21:25,PEK Beijing,HU7930,Hainan Airlines,5h 40m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.473619,2026-02-09T20:36:33.370488
2026-02-10,HKT,departure,21:40,IKA Tehran,W556,Mahan Air,7h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.535920,2026-02-09T20:36:51.132334
2026-02-10,HKT,departure,21:45,MEL Melbourne,JQ18,Jetstar,8h 20m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.612070,2026-02-09T20:37:07.763263
2026-02-10,HKT,departure,21:50,BKK Bangkok,PG280,Bangkok Airways,1h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.674950,2026-02-09T20:37:07.763275
2026-02-10,HKT,departure,21:55,DMK Bangkok,FD3032,Thai AirAsia,1h 25m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.738135,2026-02-09T20:37:07.763285
2026-02-10,HKT,departure,22:05,DEL Delhi,6E1082,IndiGo,5h 0m,True,True,,OK,route_and_airline_match,2026-02-09T13:37:10.800723,2026-02-09T20:37:08.235359
2026-02-10,HKT,departure,22:20,BKK Bangkok,FD4420,Thai AirAsia,1h 25m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.863116,2026-02-09T20:37:08.235378
2026-02-10,HKT,departure,22:25,IST Istanbul,TK173,Turkish Airlines,11h 5m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.925288,2026-02-09T20:37:08.235406
2026-02-10,HKT,departure,22:30,PVG Shanghai,FM7282,Shanghai Airlines,5h 30m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:10.988113,2026-02-09T20:37:08.235430
2026-02-10,HKT,departure,22:35,PEK Beijing,CA798,Air China,5h 25m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.050409,2026-02-09T20:37:08.235442
2026-02-10,HKT,departure,22:35,PVG Shanghai,HO1322,Juneyao Airlines,4h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.113211,2026-02-09T20:37:08.235448
2026-02-10,HKT,departure,22:40,IKT Irkutsk,S76322,S7 Airlines,7h 0m,True,True,Boeing 737-800 (winglets) Passenger/BBJ2,OK,route_and_airline_match,2026-02-09T13:37:11.175330,2026-02-09T20:37:27.817373
2026-02-10,HKT,departure,22:40,DMK Bangkok,SL765,Thai Lion Air,1h 25m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.237780,2026-02-09T20:37:27.817561
2026-02-10,HKT,departure,22:50,BOM Mumbai,6E1090,IndiGo,4h 30m,True,True,,OK,route_and_airline_match,2026-02-09T13:37:11.300640,2026-02-09T20:37:28.308042
2026-02-10,HKT,departure,22:55,ICN Seoul,OZ748,Asiana,6h 20m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.361849,2026-02-09T20:37:44.856546
2026-02-10,HKT,departure,23:05,PVG Shanghai,FM858,Shanghai Airlines,4h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.424476,2026-02-09T20:37:44.856560
2026-02-10,HKT,departure,23:10,DMK Bangkok,FD3016,Thai AirAsia,1h 25m,True,True,,OK,route_and_airline_match,2026-02-09T13:37:11.488013,2026-02-09T20:37:45.311778
2026-02-10,HKT,departure,23:15,HKG Hong Kong,HX6752,Hong Kong Airlines,3h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.550752,2026-02-09T20:37:45.311839
2026-02-10,HKT,departure,23:20,CAN Guangzhou,CZ6058,China Southern,3h 15m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.614419,2026-02-09T20:37:45.311893
2026-02-10,HKT,departure,23:25,PVG Shanghai,HO1370,Juneyao Airlines,5h 0m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.679117,2026-02-09T20:37:45.311903
2026-02-10,HKT,departure,23:30,ICN Seoul,LJ6,Jin Air,5h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.739338,2026-02-09T20:37:45.311912
2026-02-10,HKT,departure,23:40,MAA Chennai,FD192,Thai AirAsia,3h 15m,True,True,Airbus A320,OK,route_and_airline_match,2026-02-09T13:37:11.806466,2026-02-09T20:38:06.591005
2026-02-10,HKT,departure,23:40,ICN Seoul,KE678,Korean Air,5h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.870058,2026-02-09T20:38:06.591156
2026-02-10,HKT,departure,23:50,DXB Dubai,EK397,Emirates,6h 35m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.938356,2026-02-09T20:38:06.591323
2026-02-10,HKT,departure,23:55,PVG Shanghai,9C8670,Spring Airlines,4h 55m,False,False,,NOT_FOUND,flight_not_in_reference,2026-02-09T13:37:11.997030,2026-02-09T20:38:06.591421
2026-02-10,HKT,departure,23:55,DOH Doha,QR1841,Qatar Airways,7h 0m,True,True,,OK,route_and_airline_match,2026-02-09T13:37:12.056079,2026-02-09T20:38:07.130751
2026-02-10,HKT,arrival,06:30,AUH Abu Dhabi,EY410,Etihad,6h 15m,,,,,,2026-02-09T13:37:26.759861,
2026-02-10,HKT,arrival,06:35,MAA Chennai,FD193,Thai AirAsia,3h 0m,,,,,,2026-02-09T13:37:26.819280,
2026-02-10,HKT,arrival,06:40,DOH Doha,QR850,Qatar Airways,6h 30m,,,,,,2026-02-09T13:37:26.880611,
2026-02-10,HKT,arrival,06:50,DOH Doha,QR842,Qatar Airways,6h 30m,,,,,,2026-02-09T13:37:26.971089,
2026-02-10,HKT,arrival,07:25,NQZ Astana,KC163,Air Astana,7h 55m,,,,,,2026-02-09T13:37:27.034130,
2026-02-10,HKT,arrival,07:25,IST Istanbul,TK166,Turkish Airlines,9h 15m,,,,,,2026-02-09T13:37:27.152080,
2026-02-10,HKT,arrival,07:40,KUL Kuala Lumpur,AK818,AirAsia,1h 30m,,,,,,2026-02-09T13:37:27.213368,
2026-02-10,HKT,arrival,07:45,KJA Krasnojarsk,SU634,Aeroflot,7h 30m,,,,,,2026-02-09T13:37:27.271308,
2026-02-10,HKT,arrival,07:50,BRQ Brno,NO126,Neos,10h 50m,,,,,,2026-02-09T13:37:27.327673,
2026-02-10,HKT,arrival,07:50,SIN Singapore,SQ724,Singapore Airlines,1h 55m,,,,,,2026-02-09T13:37:27.384890,
2026-02-10,HKT,arrival,08:00,DMK Bangkok,DD520,Nok Air,1h 30m,,,,,,2026-02-09T13:37:27.441745,
2026-02-10,HKT,arrival,08:05,DEL Delhi,AI2378,Air India,4h 35m,,,,,,2026-02-09T13:37:27.511119,
2026-02-10,HKT,arrival,08:05,SHJ Sharjah,G9687,Air Arabia,6h 15m,,,,,,2026-02-09T13:37:27.565808,
2026-02-10,HKT,arrival,08:10,FRA Frankfurt,DE2368,Condor,11h 15m,,,,,,2026-02-09T13:37:27.623237,
2026-02-10,HKT,arrival,08:10,DMK Bangkok,SL750,Thai Lion Air,1h 25m,,,,,,2026-02-09T13:37:27.679779,
2026-02-10,HKT,arrival,08:15,IKA Tehran,W557,Mahan Air,7h 0m,,,,,,2026-02-09T13:37:27.735327,
2026-02-10,HKT,arrival,08:25,BKK Bangkok,VZ314,Vietjet Thailand,1h 35m,,,,,,2026-02-09T13:37:27.790050,
2026-02-10,HKT,arrival,08:30,CNX Chiang Mai,FD3160,Thai AirAsia,2h 5m,,,,,,2026-02-09T13:37:27.851563,
2026-02-10,HKT,arrival,08:45,DMK Bangkok,FD3034,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:27.912373,
2026-02-10,HKT,arrival,08:50,SVO Moscow,SU278,Aeroflot,9h 25m,,,,,,2026-02-09T13:37:27.970481,
2026-02-10,HKT,arrival,09:00,HEL Helsinki,AY151,Finnair,11h 25m,,,,,,2026-02-09T13:37:28.029193,
2026-02-10,HKT,arrival,09:10,BKK Bangkok,TG201,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:28.110898,
2026-02-10,HKT,arrival,09:15,USM Koh Samui,PG251,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:28.165973,
2026-02-10,HKT,arrival,09:15,SIN Singapore,SQ726,Singapore Airlines,1h 55m,,,,,,2026-02-09T13:37:28.222058,
2026-02-10,HKT,arrival,09:25,CDG Paris,AF156,Air France,11h 45m,,,,,,2026-02-09T13:37:28.294503,
2026-02-10,HKT,arrival,09:25,BKK Bangkok,TG203,Thai Airways,1h 25m,,,,,,2026-02-09T13:37:28.353406,
2026-02-10,HKT,arrival,09:30,BKK Bangkok,FD4124,Thai AirAsia,1h 40m,,,,,,2026-02-09T13:37:28.411002,
2026-02-10,HKT,arrival,09:30,ALA Almaty,KC563,Air Astana,7h 0m,,,,,,2026-02-09T13:37:28.468815,
2026-02-10,HKT,arrival,09:35,BKK Bangkok,PG271,Bangkok Airways,1h 35m,,,,,,2026-02-09T13:37:28.524860,
2026-02-10,HKT,arrival,09:45,DMK Bangkok,FD3037,Thai AirAsia,1h 25m,,,,,,2026-02-09T13:37:28.582316,
2026-02-10,HKT,arrival,09:50,KUL Kuala Lumpur,MH786,Malaysia Airlines,1h 40m,,,,,,2026-02-09T13:37:28.640180,
2026-02-10,HKT,arrival,09:50,BKK Bangkok,VZ300,Vietjet Thailand,1h 30m,,,,,,2026-02-09T13:37:28.698373,
2026-02-10,HKT,arrival,09:55,SIN Singapore,TR678,Scoot,2h 0m,,,,,,2026-02-09T13:37:28.757501,
2026-02-10,HKT,arrival,10:05,BOM Mumbai,6E1071,IndiGo,4h 25m,,,,,,2026-02-09T13:37:28.814910,
2026-02-10,HKT,arrival,10:10,SIN Singapore,SQ728,Singapore Airlines,2h 5m,,,,,,2026-02-09T13:37:28.872990,
2026-02-10,HKT,arrival,10:15,HKG Hong Kong,UO724,HK Express,3h 50m,,,,,,2026-02-09T13:37:28.933889,
2026-02-10,HKT,arrival,10:20,USM Koh Samui,PG407,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:29.000942,
2026-02-10,HKT,arrival,10:20,SVO Moscow,SU284,Aeroflot,9h 40m,,,,,,2026-02-09T13:37:29.078655,
2026-02-10,HKT,arrival,10:25,SHJ Sharjah,G9699,Air Arabia,6h 15m,,,,,,2026-02-09T13:37:29.144230,
2026-02-10,HKT,arrival,10:35,DMK Bangkok,SL758,Thai Lion Air,1h 30m,,,,,,2026-02-09T13:37:29.205704,
2026-02-10,HKT,arrival,10:40,SVX Yekaterinburg,SU626,Aeroflot,8h 45m,,,,,,2026-02-09T13:37:29.267434,
2026-02-10,HKT,arrival,10:50,KUL Kuala Lumpur,AK832,AirAsia,1h 30m,,,,,,2026-02-09T13:37:29.327297,
2026-02-10,HKT,arrival,11:00,DMK Bangkok,DD524,Nok Air,1h 30m,,,,,,2026-02-09T13:37:29.387285,
2026-02-10,HKT,arrival,11:10,BKK Bangkok,TG205,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:29.447384,
2026-02-10,HKT,arrival,11:15,DMK Bangkok,FD3029,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:29.509334,
2026-02-10,HKT,arrival,11:20,HKG Hong Kong,CX787,Cathay Pacific,3h 50m,,,,,,2026-02-09T13:37:29.568665,
2026-02-10,HKT,arrival,11:20,DMK Bangkok,SL768,Thai Lion Air,1h 25m,,,,,,2026-02-09T13:37:29.630294,
2026-02-10,HKT,arrival,11:30,DEL Delhi,6E1073,IndiGo,4h 35m,,,,,,2026-02-09T13:37:29.690315,
2026-02-10,HKT,arrival,11:40,HYD Hyderabad,IX938,Air India Express,4h 0m,,,,,,2026-02-09T13:37:29.750681,
2026-02-10,HKT,arrival,11:40,DMK Bangkok,SL754,Thai Lion Air,1h 20m,,,,,,2026-02-09T13:37:29.811281,
2026-02-10,HKT,arrival,11:45,AUH Abu Dhabi,EY416,Etihad,6h 35m,,,,,,2026-02-09T13:37:29.874766,
2026-02-10,HKT,arrival,11:50,BKK Bangkok,VZ304,Vietjet Thailand,1h 30m,,,,,,2026-02-09T13:37:29.932205,
2026-02-10,HKT,arrival,12:05,DXB Dubai,EK378,Emirates,6h 5m,,,,,,2026-02-09T13:37:29.992390,
2026-02-10,HKT,arrival,12:10,USM Koh Samui,PG259,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:30.054539,
2026-02-10,HKT,arrival,12:20,TLV Tel Aviv-Yafo,LY87,El Al,11h 0m,,,,,,2026-02-09T13:37:30.118149,
2026-02-10,HKT,arrival,12:30,BLR Bengaluru,6E1077,IndiGo,3h 40m,,,,,,2026-02-09T13:37:30.190223,
2026-02-10,HKT,arrival,12:30,KUL Kuala Lumpur,OD540,Batik Air,1h 30m,,,,,,2026-02-09T13:37:30.245943,
2026-02-10,HKT,arrival,12:45,TFU Chengdu,CA413,Air China,4h 0m,,,,,,2026-02-09T13:37:30.302187,
2026-02-10,HKT,arrival,12:45,SVO Moscow,SU276,Aeroflot,9h 20m,,,,,,2026-02-09T13:37:30.358914,
2026-02-10,HKT,arrival,12:50,DMK Bangkok,FD3091,Thai AirAsia,1h 20m,,,,,,2026-02-09T13:37:30.416232,
2026-02-10,HKT,arrival,12:50,CNX Chiang Mai,VZ414,Vietjet Thailand,2h 0m,,,,,,2026-02-09T13:37:30.474918,
2026-02-10,HKT,arrival,12:55,DOH Doha,QR840,Qatar Airways,6h 30m,,,,,,2026-02-09T13:37:30.540718,
2026-02-10,HKT,arrival,13:00,KUL Kuala Lumpur,AK824,AirAsia,1h 30m,,,,,,2026-02-09T13:37:30.599988,
2026-02-10,HKT,arrival,13:00,BKK Bangkok,TG207,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:30.658669,
2026-02-10,HKT,arrival,13:10,SGN Ho Chi Minh City,VJ809,VietJet,1h 55m,,,,,,2026-02-09T13:37:30.718332,
2026-02-10,HKT,arrival,13:15,PVG Shanghai,9C8521,Spring Airlines,5h 35m,,,,,,2026-02-09T13:37:30.776082,
2026-02-10,HKT,arrival,13:15,PER Perth,JQ71,Jetstar,6h 15m,,,,,,2026-02-09T13:37:30.832285,
2026-02-10,HKT,arrival,13:30,USM Koh Samui,PG253,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:30.888798,
2026-02-10,HKT,arrival,13:35,DMK Bangkok,SL756,Thai Lion Air,1h 25m,,,,,,2026-02-09T13:37:30.949712,
2026-02-10,HKT,arrival,13:45,BKK Bangkok,FD4110,Thai AirAsia,1h 40m,,,,,,2026-02-09T13:37:31.007311,
2026-02-10,HKT,arrival,13:50,CNX Chiang Mai,FD8165,Thai AirAsia,2h 10m,,,,,,2026-02-09T13:37:31.064675,
2026-02-10,HKT,arrival,13:55,PVG Shanghai,HO1323,Juneyao Airlines,5h 35m,,,,,,2026-02-09T13:37:31.120398,
2026-02-10,HKT,arrival,14:05,PVG Shanghai,9C8665,Spring Airlines,5h 30m,,,,,,2026-02-09T13:37:31.176716,
2026-02-10,HKT,arrival,14:05,SIN Singapore,SQ732,Singapore Airlines,2h 5m,,,,,,2026-02-09T13:37:31.233244,
2026-02-10,HKT,arrival,14:10,DMK Bangkok,FD3005,Thai AirAsia,1h 40m,,,,,,2026-02-09T13:37:31.290166,
2026-02-10,HKT,arrival,14:15,BKK Bangkok,PG273,Bangkok Airways,1h 35m,,,,,,2026-02-09T13:37:31.345276,
2026-02-10,HKT,arrival,14:20,NGB Ningbo,9C7065,Spring Airlines,5h 20m,,,,,,2026-02-09T13:37:31.402003,
2026-02-10,HKT,arrival,14:30,OSL Oslo,N095,Norse,12h 35m,,,,,,2026-02-09T13:37:31.461184,
2026-02-10,HKT,arrival,14:35,PVG Shanghai,FM7287,Shanghai Airlines,5h 35m,,,,,,2026-02-09T13:37:31.516937,
2026-02-10,HKT,arrival,14:40,UTP Utapao,PG281,Bangkok Airways,1h 40m,,,,,,2026-02-09T13:37:31.577794,
2026-02-10,HKT,arrival,14:50,CNX Chiang Mai,FD3162,Thai AirAsia,2h 10m,,,,,,2026-02-09T13:37:31.634729,
2026-02-10,HKT,arrival,14:50,HKG Hong Kong,HX741,Hong Kong Airlines,4h 0m,,,,,,2026-02-09T13:37:31.691868,
2026-02-10,HKT,arrival,15:00,DMK Bangkok,FD3025,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:31.768576,
2026-02-10,HKT,arrival,15:15,DMK Bangkok,DD526,Nok Air,1h 30m,,,,,,2026-02-09T13:37:31.825211,
2026-02-10,HKT,arrival,15:15,BKK Bangkok,VZ2300,Vietjet Thailand,1h 35m,,,,,,2026-02-09T13:37:31.882964,
2026-02-10,HKT,arrival,15:25,BKK Bangkok,TG211,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:31.937981,
2026-02-10,HKT,arrival,15:35,HGH Hangzhou,CA717,Air China,5h 35m,,,,,,2026-02-09T13:37:31.994427,
2026-02-10,HKT,arrival,15:35,BLR Bengaluru,QP623,Akasa Air,4h 20m,,,,,,2026-02-09T13:37:32.051946,
2026-02-10,HKT,arrival,15:35,BOM Mumbai,QP618,Akasa Air,4h 40m,,,,,,2026-02-09T13:37:32.107799,
2026-02-10,HKT,arrival,15:45,KUL Kuala Lumpur,MH794,Malaysia Airlines,1h 25m,,,,,,2026-02-09T13:37:32.165009,
2026-02-10,HKT,arrival,15:50,BKK Bangkok,FD4112,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:32.221067,
2026-02-10,HKT,arrival,15:50,IST Istanbul,TK172,Turkish Airlines,9h 40m,,,,,,2026-02-09T13:37:32.277122,
2026-02-10,HKT,arrival,16:05,USM Koh Samui,PG255,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:32.332710,
2026-02-10,HKT,arrival,16:15,DMK Bangkok,FD3093,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:32.389440,
2026-02-10,HKT,arrival,16:15,UBN Ulaanbaatar,OM705,Miat - Mongolian Airlines,6h 45m,,,,,,2026-02-09T13:37:32.445887,
2026-02-10,HKT,arrival,16:20,DMK Bangkok,SL766,Thai Lion Air,1h 20m,,,,,,2026-02-09T13:37:32.502108,
2026-02-10,HKT,arrival,16:25,CAN Guangzhou,CZ6063,China Southern,3h 45m,,,,,,2026-02-09T13:37:32.557753,
2026-02-10,HKT,arrival,16:30,PEK Beijing,CA821,Air China,6h 20m,,,,,,2026-02-09T13:37:32.615059,
2026-02-10,HKT,arrival,16:30,BKK Bangkok,TG215,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:32.673508,
2026-02-10,HKT,arrival,16:35,KUL Kuala Lumpur,AK820,AirAsia,1h 30m,,,,,,2026-02-09T13:37:32.728698,
2026-02-10,HKT,arrival,16:40,DMK Bangkok,FD3017,Thai AirAsia,1h 35m,,,,,,2026-02-09T13:37:32.782932,
2026-02-10,HKT,arrival,16:40,CNX Chiang Mai,PG248,Bangkok Airways,2h 5m,,,,,,2026-02-09T13:37:32.837340,
2026-02-10,HKT,arrival,16:50,USM Koh Samui,PG401,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:32.894526,
2026-02-10,HKT,arrival,17:00,BKK Bangkok,VZ306,Vietjet Thailand,1h 35m,,,,,,2026-02-09T13:37:32.951735,
2026-02-10,HKT,arrival,17:10,SIN Singapore,SQ736,Singapore Airlines,1h 55m,,,,,,2026-02-09T13:37:33.011076,
2026-02-10,HKT,arrival,17:15,SHJ Sharjah,G9714,Air Arabia,6h 15m,,,,,,2026-02-09T13:37:33.070516,
2026-02-10,HKT,arrival,17:15,DPS Denpasar,QZ246,Indonesia AirAsia,3h 50m,,,,,,2026-02-09T13:37:33.128274,
2026-02-10,HKT,arrival,17:20,TPE Taipei,IT503,Tigerair Taiwan,4h 20m,,,,,,2026-02-09T13:37:33.204837,
2026-02-10,HKT,arrival,17:25,SIN Singapore,SL103,Thai Lion Air,1h 45m,,,,,,2026-02-09T13:37:33.262608,
2026-02-10,HKT,arrival,17:30,DMK Bangkok,FD3021,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:33.318133,
2026-02-10,HKT,arrival,17:35,KUL Kuala Lumpur,MH790,Malaysia Airlines,1h 30m,,,,,,2026-02-09T13:37:33.373974,
2026-02-10,HKT,arrival,17:40,TFU Chengdu,3U3931,Sichuan Airlines,4h 0m,,,,,,2026-02-09T13:37:33.435090,
2026-02-10,HKT,arrival,17:40,DMK Bangkok,DD530,Nok Air,1h 30m,,,,,,2026-02-09T13:37:33.491688,
2026-02-10,HKT,arrival,17:50,DMK Bangkok,SL760,Thai Lion Air,1h 20m,,,,,,2026-02-09T13:37:33.548041,
2026-02-10,HKT,arrival,17:55,AUH Abu Dhabi,EY412,Etihad,6h 15m,,,,,,2026-02-09T13:37:33.604746,
2026-02-10,HKT,arrival,18:10,SAI Siem Reap,FD613,Thai AirAsia,1h 20m,,,,,,2026-02-09T13:37:33.660753,
2026-02-10,HKT,arrival,18:10,MCT Muscat,WY831,Oman Air,6h 10m,,,,,,2026-02-09T13:37:33.717028,
2026-02-10,HKT,arrival,18:20,CNX Chiang Mai,VZ416,Vietjet Thailand,2h 5m,,,,,,2026-02-09T13:37:33.773945,
2026-02-10,HKT,arrival,18:30,KUL Kuala Lumpur,AK826,AirAsia,1h 25m,,,,,,2026-02-09T13:37:33.830151,
2026-02-10,HKT,arrival,18:35,KMG Kunming,MU5093,China Eastern,3h 5m,,,,,,2026-02-09T13:37:33.886679,
2026-02-10,HKT,arrival,18:45,BKK Bangkok,TG217,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:33.942673,
2026-02-10,HKT,arrival,18:55,DMK Bangkok,DD532,Nok Air,1h 30m,,,,,,2026-02-09T13:37:33.997552,
2026-02-10,HKT,arrival,18:55,DOH Doha,QR846,Qatar Airways,6h 30m,,,,,,2026-02-09T13:37:34.054051,
2026-02-10,HKT,arrival,19:00,TYN Taiyuan,MU7401,China Eastern,5h 35m,,,,,,2026-02-09T13:37:34.109484,
2026-02-10,HKT,arrival,19:05,BKK Bangkok,PG277,Bangkok Airways,1h 35m,,,,,,2026-02-09T13:37:34.166689,
2026-02-10,HKT,arrival,19:15,DMK Bangkok,FD3009,Thai AirAsia,1h 25m,,,,,,2026-02-09T13:37:34.226868,
2026-02-10,HKT,arrival,19:15,USM Koh Samui,PG257,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:34.281987,
2026-02-10,HKT,arrival,19:20,SIN Singapore,TR652,Scoot,2h 5m,,,,,,2026-02-09T13:37:34.336815,
2026-02-10,HKT,arrival,19:25,SIN Singapore,SQ740,Singapore Airlines,1h 50m,,,,,,2026-02-09T13:37:34.393121,
2026-02-10,HKT,arrival,19:30,DEL Delhi,AI2376,Air India,4h 40m,,,,,,2026-02-09T13:37:34.450036,
2026-02-10,HKT,arrival,19:35,UTH Udon Thani,FD3171,Thai AirAsia,1h 50m,,,,,,2026-02-09T13:37:34.508710,
2026-02-10,HKT,arrival,19:40,DXB Dubai,EK396,Emirates,6h 5m,,,,,,2026-02-09T13:37:34.569278,
2026-02-10,HKT,arrival,19:45,PEK Beijing,HU7929,Hainan Airlines,5h 30m,,,,,,2026-02-09T13:37:34.628892,
2026-02-10,HKT,arrival,20:00,USM Koh Samui,PG403,Bangkok Airways,1h 0m,,,,,,2026-02-09T13:37:34.688105,
2026-02-10,HKT,arrival,20:00,DMK Bangkok,SL762,Thai Lion Air,1h 25m,,,,,,2026-02-09T13:37:34.746946,
2026-02-10,HKT,arrival,20:00,BKK Bangkok,TG221,Thai Airways,1h 30m,,,,,,2026-02-09T13:37:34.806349,
2026-02-10,HKT,arrival,20:05,MEL Melbourne,JQ17,Jetstar,8h 50m,,,,,,2026-02-09T13:37:34.863795,
2026-02-10,HKT,arrival,20:10,DMK Bangkok,FD3027,Thai AirAsia,1h 30m,,,,,,2026-02-09T13:37:34.921549,
2026-02-10,HKT,arrival,20:10,BKK Bangkok,VZ2304,Vietjet Thailand,1h 35m,,,,,,2026-02-09T13:37:34.980628,
2026-02-10,HKT,arrival,20:25,BKK Bangkok,FD4114,Thai AirAsia,1h 40m,,,,,,2026-02-09T13:37:35.038133,
2026-02-10,HKT,arrival,20:50,BKK Bangkok,VZ308,Vietjet Thailand,1h 30m,,,,,,2026-02-09T13:37:35.096068,
2026-02-10,HKT,arrival,20:55,PVG Shanghai,FM7281,Shanghai Airlines,5h 25m,,,,,,2026-02-09T13:37:35.152215,
2026-02-10,HKT,arrival,21:05,DEL Delhi,6E1081,IndiGo,4h 25m,,,,,,2026-02-09T13:37:35.208621,
2026-02-10,HKT,arrival,21:10,BKK Bangkok,PG279,Bangkok Airways,1h 30m,,,,,,2026-02-09T13:37:35.265430,
2026-02-10,HKT,arrival,21:20,PEK Beijing,CA797,Air China,6h 10m,,,,,,2026-02-09T13:37:35.320784,
2026-02-10,HKT,arrival,21:20,DMK Bangkok,FD3031,Thai AirAsia,1h 25m,,,,,,2026-02-09T13:37:35.377085,
2026-02-10,HKT,arrival,21:30,PVG Shanghai,HO1321,Juneyao Airlines,5h 35m,,,,,,2026-02-09T13:37:35.433464,
2026-02-10,HKT,arrival,21:35,ICN Seoul,OZ747,Asiana,6h 35m,,,,,,2026-02-09T13:37:35.489609,
2026-02-10,HKT,arrival,21:40,IKT Irkutsk,S76321,S7 Airlines,7h 10m,,,,,,2026-02-09T13:37:35.548020,
